lineID	SPEAKER	ENGLISH	
			
6229	objAngel	{angel}我的||天哪...	
3341	objBard	{}啊啊啊！！！
3342	objDreamfairy	{background #ba1149}{color #ffdb78}{shake}别这么做！！！{/shake}
3343	objBard	{}{wiggle}你{/wiggle}能怎么阻止我？？
3344	objBard	{speed .2}...？{}
3345	objBard	嗷！！
3346	objBard	嘿！！！
3347	objBard	住手！！！
3348	objDreamfairy	{background #ba1149}{color #ffdb78}{wiggle}喵呜呜呜！
3349	objBard	{}哦我的天哪！
3350	objBard	请告诉我...||你就是统领吗？！
3351	objDreamfairy	{background #ba1149}{color #ffdb78}喵就是|统领|||||，才怪！
3352	objBard	{}...
3353	objBard	{scale .7}我猜那也行啦...
3354	objBard	{}那，|统领在{wiggle}这里{/wiggle}吗？
3355	objBard	我可是千里迢迢来找他的！
3356	objDreamfairy	{background #ba1149}{color #ffdb78}呃额额额...
3357	objDreamfairy	我的主人...
3358	objDreamfairy	那位{wiggle}梦之王{/wiggle}
3359	objDreamfairy	正在...
3360	objDreamfairy	打盹儿！
3361	objDreamfairy	而且他醒之前你不能见他。
3362	objBard	{}噢，||呃，||好的！
3363	objBard	他一般要睡||多久？
3364	objDreamfairy	{background #ba1149}{color #ffdb78}一般|来喵||要好几年。
3365	objBard	{}什么！！！
3366	objBard	我要等好几年？？
3367	objDreamfairy	{background #ba1149}{color #ffdb78}喵说的是|一般来喵。
3368	objDreamfairy	最后这一觉...
3369	objDreamfairy	已经睡了好几个{wiggle}世纪了！{/wiggle}
3370	objBard	{}{shake}我没有几个世纪的时间了！！！{/shake}
3371	objBard	拜托你|能叫醒他吗？？
3372	objBard	我有个非常重要的任务！！
3373	objDreamfairy	{background #ba1149}{color #ffdb78}{shake}喵嗯嗯嗯嗯额！{/shake}
3374	objDreamfairy	喵理解，|但是...
3375	objDreamfairy	梦之王先生||{wiggle}不{/wiggle}|喜欢|被吵醒。
3376	objBard	{}你在和我...！
3377	objBard	...
3378	objBard	{shake}喵玩笑{/shake}吗！！！
3379	objBard	如果你不敢我可以去！！
3380	objBard	我可以唱得{shake}超|大声！{/shake}
3381	objBard	我最|||擅长这个了！
3382	objDreamfairy	{background #ba1149}{color #ffdb78}那行不通的！！
3383	objDreamfairy	只有城堡顶上的大钟才能做到。
3384	objDreamfairy	...
3385	objDreamfairy	我不该告诉你的！！！
3386	objDreamfairy	别去敲那口钟！！！
3387	objBard	{}我绝对要去！！！
3388	objDreamfairy	{background #ba1149}{color #ffdb78}{wiggle}啊啊啊啊啊不要啊啊啊
3389	objBard	梦之王先生！
3390	objDreamking	{spirit}{shake .5}唉{/shake}||...
3391	objBard	{}呃，|那个...||你还好吗？
3392	objDreamking	{spirit}{wiggle}棒|棒|棒{/wiggle}|||棒极啦
3393	objDreamking	绝对|没有...||以惊人的速度衰弱...
3394	objDreamking	我依然有着迷人的个性和魅力
3395	objDreamking	看吧？
3396	objBard	{}梦之王...
3397	objBard	我们真的得谈谈了！！！
3398	objDreamking	{spirit}哦天哪。||太棒了，
3399	objBard	{}英雄正在赶来，||{shake .5}就在现在！！！{/shake}
3400	objBard	而你是最后一位统领！
3401	objBard	如果她杀了你...||那就是世界的终结！！！
3402	objDreamking	{spirit}{wiggle}哦哦哦哦哦。||{/wiggle}哇，|真的吗？
3403	objDreamking	谢谢啊。||我都不知道呢。
3404	objMiriam	{}{shake}啊啊啊啊啊{/shake}|别再说梦话了！！！
3405	objMiriam	我们需要你给我们地球之歌！
3406	objMiriam	在你死||{shake}之|前{/shake}！
3407	objMiriam	现在就把最后一段交给{name}！！！
3408	objDreamking	{spirit}|好啊，|当然。
3409	objBard	{}{shake}你要给吗？？？{/shake}
3410	objDreamking	{spirit}不，
3411	objDreamking	你知道吗，|这几乎让我感到难过...
3412	objDreamking	一想到你||{shake}永远{/shake}|得不到它。
3413	objBard	{}因为你不肯给啊！
3414	objDreamking	{spirit}我不是说地球之歌。
3415	objDreamking	我是说...
3416	objDreamking	{size 2}{shake}那东西。
3417	objDreamking	{size 1}{/shake}你已经走遍了整个世界。
3418	objDreamking	你自己一定也看到了...
3419	objDreamking	一切都在||分崩离析。
3420	objDreamking	所有人|都在失去希望。
3421	objDreamking	那不仅仅是|{glitch .6}终结将至的征兆...
3422	objDreamking	那就是|{glitch .6}终结||{shake}本身。{/shake}
3423	objDreamking	这是不可避免的。
3425	objDreamking	收集各种歌曲||没有意义。
3427	objDreamking	而且执着于地球之歌...
3428	objDreamking	当作某种||简单的答案...
3429	objDreamking	来解决我们所有的问题...
3430	objDreamking	那才是真正令人难过的。
3431	objDreamking	这个世界在你开始之前就已经结束了。
3434	objBard	{}...
3436	objBard	就这样吗？
3437	objBard	你就想|这样放弃吗？
3438	objBard	放弃地球之歌吗？
3451	objDreamking	{spirit}不可能。
3452	objDreamking	万物都在分崩离析...
3453	objDreamking	一直如此。
3454	objDreamking	从宇宙诞生起便是这样。
3455	objDreamking	膨胀。||衰败。
3456	objDreamking	如果全世界还能团结一心...
3457	objDreamking	{glitch .6}末日|一开始就不会降临。
3460	objDreamking	听着。||我也不希望一切结束。
3461	objDreamking	我已竭尽全力拖延它。
3464	objDreamking	我打破了规则。
3465	objDreamking	但||这反而让一切更糟。
3466	objDreamking	在我拖延时，外面的世界变得面目全非。
3467	objDreamking	人们在受苦。
3468	objDreamking	强行延续世界...||本就不合自然。
3469	objDreamking	你该|放手了。
3470	objHero	{}太简单了！
3471	objHero	这就是结局了，|对吧？
3472	objHero	该播放制作名单了！
3473	objHero	感谢游玩！
3474	objMiriam	{shake}你！！！！||...
3476	objBard	{}奥黛丽，|我不敢相信你这么做了...
3482	objHero	别装得这么惊讶！
3483	objHero	你们俩干得真不错...
3484	objHero	每一步都在妨碍我！
3487	objHero	但从长远来看|这毫无意义！
3488	objHero	我赢了！
3489	objHero	你们这些失败者根本没有机会。
3490	objHero	说实话，|这感觉真棒！
3491	objHero	我甚至希望这别这么简单...
3492	objBard	艾娅拉告诉我...
3493	objBard	关于你们之间发生的事。
3494	objBard	她没对你们撒谎。|||对吗？
3495	objBard	她相信我们！
3496	objBard	如果你当时肯等等...
3497	objBard	我们本可以拯救梦之王。
3498	objHero	她跟你这么说的，|嗯？
3499	objHero	好吧！||确实如此。
3500	objHero	最后，|连艾娅拉也背叛了我。
3501	objHero	所以我抛弃了她。
3502	objHero	因为||她{shake}错{/shake}了。
3503	objHero	就算你们永远不懂，|也无所谓了。
3504	objHero	结束了。
3505	objMiriam	{size 1.5}{shake}哦|||见鬼！！！
3506	objBard	{size 1}要开始了吗？！
3507	objHero	{}这才像|{shake}真正{/shake}|的结局！
3508	objHero	一个|{shake}真正{/shake}|的最终boss！
3509	objMiriam	你疯了。
3510	objBard	这意味着...
3511	objBard	{shake}我们还有机会！！！{/shake}
3512	objBard	我们|{shake}必须{/shake}|阻止她杀死梦之王！！！
3513	objMiriam	我知道！
3514	objMiriam	最后一次机会。
3515	objMiriam	你，|我，||还有一个巨型邪恶boss...
3516	objMiriam	对抗英雄自己。
3517	objMiriam	胜算挺大，|对吧？
3518	objBard	梦之王先生！！！
3519	objBard	你...||真的|{wiggle}放弃{/wiggle}|对抗英雄了？
3525	objDreamking	{dk_a4}|||你看我像是自愿的吗？
3526	objBard	{}不像！
3527	objBard	但是，|所以...！
3528	objBard	也许|现在|是时候
3529	objBard	让你教给我地球之歌了！！！
3530	objDreamking	{dk_a4}天啊，|你根本没明白
3531	objDreamking	当统领放弃自己的歌时...
3532	objDreamking	我们是在放弃自己“纯粹”的部分...
3533	objDreamking	这会加速变成怪物的过程
3534	objDreamking	说白了，|这只是换种方式让我去死
3535	objBard	{}但如果你这么做...|世界就能存活！
3538	objDreamking	{dk_a4}当然，||但有个小问题
3539	objDreamking	英雄小姐可能是个疯子，
3540	objDreamking	但她是艾娅选中的人
3541	objDreamking	而她杀死我||是计划的一部分
3542	objDreamking	而|{wiggle}你{/wiggle}|...||什么都不是
3545	objDreamking	让我牺牲生命的意义何在
3547	objDreamking	去托付给一首...||{shake .6}{quake}从未{/shake}|被唱响的地球之歌吗...
3548	objDreamking	托付给{wiggle}你吗？{/wiggle}
3549	objBard	{}...
3550	objBard	因为...
3551	objBard	我已经拥有两段歌谣了！
3553	objBard	如果让你选择放任世界终结...
3554	objBard	或是拯救它...
3555	objBard	你|{shake .6}必须{}|选择拯救！
3556	objBard	哪怕只有一丝可能！
3557	objDreamking	{dk_a4}{background black}或者，||我可以选方案C：
3558	objDreamking	||活下去。
3559	objDreamking	不被任何英雄杀死
3560	objDreamking	也不为任何吟游诗人牺牲自己
3561	objDreamking	我想|{shake .5}这...{/shake}
3562	objDreamking	是我的选择。
3563	objMiriam	{}{shake}呃呃|啊啊啊啊啊！！！！{/shake}
3564	objMiriam	...|||哈...||{shake .4}哈啊啊...
3565	objMiriam	别动！
3566	objHero	{shake .5}你...{/shake}
3567	objBard	奥黛丽...
3568	objHero	你们这些||{shake}{quake}失败者！！！{/shake}
3569	objHero	毁掉了|{shake .5}一切！！！{/shake}
3570	objHero	而且我是说真的毁掉一切！
3571	objHero	这是|我的|使命！
3572	objHero	这是|{shake}我的故事！{/shake}
3573	objHero	{shake}世上存在的一切{/shake}|都处于危险之中！
3574	objHero	你|{shake}竟敢{/shake}|试图把这一切据为己有！
3575	objHero	你|{shake}竟敢{/shake}...
3576	objHero	想要让它变成|{quake}{shake}你的事！！！{/shake}
3577	objHero	{shake}它|不是！{/shake}
3578	objBard	奥黛丽！
3579	objBard	你很特别！
3580	objHero	||什|么？
3581	objBard	我说，|你很特别！
3582	objBard	即使你不是英雄！
3583	objBard	奥黛丽，|你超级强大...
3584	objBard	而且超级聪明，
3585	objBard	而且你做什么都很棒。
3586	objBard	我明白为什么你被选为英雄！
3587	objBard	你值得！
3588	objBard	但是...
3589	objBard	那并不意味着你必须去做！
3590	objBard	成为英雄...||只是一个称号！
3591	objBard	{wiggle}你|{/wiggle}可以做任何你想做的事！
3592	objBard	而且你|{wiggle}依然{/wiggle}|特别！
3594	objBard	我是真的这么想的！
3595	objBard	我们别再打了。
3600	objBard	如果你只要||放弃用你的方式去做...
3601	objBard	也许你就不再是|{wiggle}英雄...{/wiggle}
3602	objBard	但我可以从梦之王那里学到地球之歌！
3603	objBard	并阻止世界毁灭！
3604	objBard	我们|真的可以拯救世界！
3606	objBard	每个人都会没事的！
3608	objBard	而你会成为真正的英雄！
3611	objBard	好吧？
3615	objHero	那还不够。
3616	objDreamking	{size 2}{speed .2}{shake}{background black}{rainbow}12345670
3617	objBard	{}什么
3618	objDreamking	{size 3}{shake 3}{background black}{rainbow}10765432
3619	objBard	{}什什什么
3620	objDreamking	{size 1.5}{background black}{color white}{spirit}现在明白我了吗？
3621	objBard	{}是的
3622	objDreamking	{size 1.5}{background black}{color white}{spirit}{wiggle}太太太|太|太|太|{/wiggle}棒了
3623	objDreamking	所以
3624	objDreamking	{shake}{wiggle}{size 2}为什么{/shake}{/wiggle}{size 1.5}
3625	objDreamking	我醒了
3626	objBard	{}呃...
3627	objBard	世界要终结了！！！
3628	objDreamking	{size 1.5}{background black}{color white}{spirit}哦。
3629	objBard	{}是啊！！！||所以...
3630	objBard	我冒险进入了灵界...
3631	objBard	并解开了一堆谜题...
3632	objBard	还和一只猫蝴蝶战斗...
3633	objBard	才能来见你！！！
3634	objBard	我想让你教我地球之歌！
3635	objDreamking	{size 1.5}{background black}{spirit}{color white}{wiggle}哦哦{/wiggle}|||好吧...
3638	objDreamking	{dreamking}抱歉啊
3640	objDreamking	{dreamking}清醒|{wiggle}不是我的风格...{/wiggle}
3642	objBard	{}没关系！！
3643	objBard	你真的能教我地球之歌吗？
3644	objDreamking	{dreamking}...
3645	objDreamking	不。
3648	objDreamking	{dreamking}地球之歌传递着这颗星球上所有生命的声音
3649	objDreamking	如果所有生命不能完全和谐共鸣...
3650	objDreamking	这首歌就没用。
3652	objDreamking	所以...||我觉得没什么意义。
3662	objBard	{}呃？？
3663	objBard	所以你...||{wiggle}不会{/wiggle}||帮我...？
3664	objDreamking	{dreamking}不。
3665	objBard	{}但是！！！
3666	objBard	那...
3667	objBard	地球上的所有人怎么办...？
3668	objDreamking	{dreamking}嗯？
3669	objDreamking	那...|||宇宙的其他地方怎么办？
3670	objDreamking	一切|{wiggle}都{/wiggle}|要消失了...
3671	objDreamking	那是自然的秩序
3672	objDreamking	你要我打破规则
3673	objDreamking	只为了拯救这小小的一部分...
3674	objDreamking	有点自私，|你不觉得吗？
3675	objDreamking	我反正也不太想做。
3681	objBard	{}...
3683	objDreamking	{dreamking}好吧？||我现在能回去睡觉了吗？
3684	objBard	{}不，||等等...！
3685	objBard	{}有...||幽灵|在朗特里作祟！
3686	objDreamking	{dreamking}哦！
3687	objDreamking	{dreamking}听起来||挺惨的。
3690	objDreamking	好吧，
3691	objDreamking	祝你好运。
3692	objDreamking	{size 1.5}{background black}{color white}{spirit}不行
3693	objDreamking	{size 1.5}{background black}{color white}{spirit}什么...
3694	objDreamking	你为什么还在这里
3695	objBard	{}我||{shake}真的{/shake}|想让你教我地球之歌！！！
3696	objDreamking	{size 1.5}{background black}{color white}{spirit}...
3697	objDreamking	你知道吗...
3698	objDreamking	面对这种决心
3699	objDreamking	我想我不得不得教你
3700	objBard	{}{shake}真的？？？{/shake}
3701	objDreamking	{size 1.5}{background black}{color white}{spirit}才怪
3702	objDreamking	{size 1.5}{background black}{color white}{spirit}这已经不好笑了
3703	objDreamking	滚|出去
3704	objDreamking	{size 1.5}{background black}{color white}{spirit}不行
3705	objAngel	{angel}哦|我的天啊...
3706	objAngel	我真的|非常|非常|非常|
3707	objAngel	非常|非常|非常|
3708	objAngel	{shake}非常{/shake}|||为你们俩感到骄傲！
3709	objBard	{}{shake}我们成功了！！！
3710	objBard	对吧？？？
3711	objBard	{}我们做到了吗？
3715	objBard	{}我以为结束了！
3716	objBard	我们没拿到地球之歌的最后一段...
3717	objAngel	{angel}|||我也以为如此...
3719	objAngel	但最后||并不重要！
3720	objAngel	当你用歌声呼唤时，
3721	objAngel	整个世界都回应了
3722	objAngel	而且...||艾娅听到了你！
3723	objAngel	她看到了你们齐心协力
3724	objAngel	就在那一瞬间...
3725	objAngel	而那|就足够
3726	objAngel	与她的新歌共鸣了！
3730	objAngel	你所唱的...
3731	objAngel	不是地球之歌
3732	objAngel	那是某种特别的东西！
3733	objAngel	只有你能做到的事情
3734	objAngel	即使经历无数个无限循环
3735	objAngel	宇宙的诞生、终结、再诞生
3736	objAngel	我从未见过这样的事
3737	objAngel	所以我才如此为你们俩感到骄傲！
3739	objAngel	没有人像你们那样去尝试过
3740	objAngel	这本来就不可能做到的！
3741	objAngel	但是你们让它|成为了|可能！
3742	objAngel	你们永远改变了规则...
3743	objAngel	你们给所有生灵带来了希望！
3744	objAngel	这实在是|太特别了...
3746	objEduard	{size 1.2}欢迎来到莫哈布米！
3747	objEduard	请拿一份免费的导览地图吧。
3748	objBard	{size 1.2}嘿！
3749	objBard	这张地图上什么都没有...
3750	objEduard	它会随着你去不同的地方自动补全的。
3751	objEduard	没有魔法，城市的大部分区域都很难进入。
3752	objEduard	所以我们没有在地图上画你去不了的地方...
3753	objEduard	{size 1.2}莫哈布米有很多值得一去的地方。
3754	objEduard	就算你没有魔法。
3755	objEduard	市中心就在前面。
3756	objEduard	如果你对魔法研究感兴趣的话，
3757	objEduard	学院也在一楼...
3758	objEduard	{size 1.2}你可能注意到了，|这座城市完全位于地下...
3759	objEduard	我们用魔法水晶照明。
3760	objEduard	游客们会觉得这很奇特。
3761	objEduard	但垂直设计的城市对空间的利用效率更高。
3762	objEduard	而且很容易导航...||前提是你|会飞。
3763	objEduard	咳咳，||你好。
3764	objEduard	我是这艘船的船长...
3765	objEduard	我还是...||乐队的马林巴琴手。
3766	objEduard	在三人团队中我打头阵。
3767	objEduard	因为我是船长。
3768	objEduard	而船长就是领导者。
3769	objEduard	是演出中最重要的部分。
3770	objEduard	我必须吸引观众的兴趣，
3771	objEduard	并为音乐的其他部分做铺垫。
3772	objEduard	但我没有任何音乐可以演奏...
3773	objEduard	也许...||你能为我作一曲？
3774	objBard	没|门！
3775	objBard	当|然！
3776	objEduard	你要为我谱曲吗？
3777	objBard	不。
3778	objBard	好|呀！
3779	objEduard	我明白了。
3780	objEduard	那就这样吧。
3781	objEduard	太棒了。
3782	objEduard	记住，|我是第一个演奏的。
3783	objEduard	所以在构思时请牢记这一点。
3784	objEduard	请开始吧
3785	objEduard	这是我的部分，最先演奏！
3786	objEduard	你还满意吗？
3787	objBard	挺|好|的。
3788	objBard	换|一|首！
3789	objEduard	当然可以。
3790	objEduard	哦？||那，|请便吧。
3791	objEduard	记住，|我是第一个演奏的。
3792	objEduard	所以在构思时请牢记这一点。
3793	objEduard	嗯，||咳咳。
3794	objEduard	我这么重要的演奏部分，
3795	objEduard	我接受不了这么单调的曲调...
3796	objEduard	你能稍微拓展一点吗？
3797	objBard	现|在|不|行...
3798	objBard	我|试|试！
3799	objEduard	嗯！||咳咳。
3800	objEduard	真是|||让人印象深刻...
3801	objEduard	但我不可能记住那么多...
3802	objEduard	你能稍微简化一下吗？
3803	objBard	现|在|不|行...
3804	objBard	我|试|试！
3805	objEduard	那我们就陷入僵局了。
3806	objEduard	我必须恳请你改变你的想法。
3807	objEduard	嗯，||嗯！||那就这样了？
3808	objBard	我|再|试|一|次。
3809	objBard	对！
3810	objEduard	嗯，||嗯！||那就这样了？
3811	objBard	我|再|试|一|次。
3812	objBard	演|奏|原|来|那|首？
3813	objBard	对！
3814	objEduard	这是原来那首。
3815	objBard	我|再|唱|一|次。
3816	objBard	演|奏|刚|才|那|首？
3817	objBard	替|换|这|个！
3818	objEduard	太出色了！
3819	objEduard	我想我是最后一个需要帮助的人了。
3820	objEduard	现在乐队差不多要表演了...
3821	objEduard	我的队友们可能也需要帮助。
3822	objEduard	你应该帮帮他们配合我的表演。
3823	objEm	你找到我们了！
3824	objEm	耶！
3825	objEm	我是Em。
3826	objEm	我负责了这个游戏的全部音效设计！
3827	objEm	也就是说我录制并编辑了对白、环境音、脚步声...
3828	objEm	还有一大堆搞笑的声音。
3829	objEm	我很感激能有机会参与《Wandersong》。
3830	objEm	我觉得它真的很特别。
3831	objEm	我很开心能为这个世界增添一些积极的东西。
3832	objEm	我也非常感激你花时间玩它。
3833	objEm	希望你听得开心！
3834	objEm	我们为游戏的声音投入了很多心血和爱。
3835	objEm	我认为这是讲故事中非常重要的一部分。
3836	objEm	并且它能带来巨大的价值
3837	objEm	去聆听。
3838	objEm	因此能与Greg合作对我意义重大，
3839	objEm	他真的很在意这些，
3840	objEm	从一开始就是如此！
3841	objEm	我们一起制作时非常开心。
3842	objEm	现在要把这一切放下
3843	objEm	感觉有点疯狂。
3844	objEm	我最后只希望
3845	objEm	你保留了一些
3846	objEm	那些我们倾注心力的情感。
3847	objEm	我希望这种感觉很好。<3
3848	objEm	《Wandersong》是我参与的第一款游戏！
3849	objEm	早在2016年
3850	objEm	它让我开始了独立游戏的旅程。
3851	objEm	从那以后我参与了几款游戏
3852	objEm	但这款游戏一直是我最大的陪伴。
3853	objEm	它也是最让我心动的那一款。
3854	objEm	Greg探讨的主题让我产生了共鸣。
3855	objEm	我觉得这些现在特别重要，需要传播出去。
3856	objEm	因此能为此做出贡献真是太棒了。
3857	objEm	对我来说回顾过去很有意思
3858	objEm	从一开始
3859	objEm	一路走到最后
3860	objEm	听到声音的变化。
3861	objEm	随着这个游戏一起成长非常自然
3862	objEm	因为我们让每一幕在声音上都有不同的主题。
3863	objEm	我们做了很多尝试！
3864	objEm	有趣的小知识时间到！
3865	objEm	一共有5|0|8|4||个音效
3866	objEm	对于独立游戏来说算很多了！
3867	objEm	Greg和我进行了大部分角色的配音。
3868	objEm	大部分音效都是录制的。
3869	objEm	很多声音都是我的声音。
3870	objEm	很多环境音会随场景变化。
3871	objEm	有非常非常多搞笑的细节。
3872	objEm	真的很搞笑。
3873	objEm	嗯...
3874	objEm	谢谢你的倾听。
3875	objEm	:)
3876	objMiriam	{shake .5}嘿！！
3877	objMiriam	{shake .5}嘿...
3878	objMiriam	{shake .5}醒醒！！
3879	objBard	{}...
3880	objMiriam	看来出了点问题。
3881	objMiriam	所以我来了|，嗯...
3884	objMiriam	你是怎么进来的？
3885	objMiriam	你知道统领之歌吗...？
3886	objMiriam	你还||好吗？
3887	objBard	不好！
3888	objBard	我不是英雄，|米莉安...
3889	objBard	我一点都不酷||也不强||而且||一无是处。
3890	objBard	我以为我能拯救世界||，但我做不到。
3891	objBard	所以
3892	objBard	我就打算躺在这里
3893	objBard	|||永远
3894	objBard	所有人都会忘了我
3895	objBard	然后世界就会终结。
3896	objMiriam	真蠢。
3897	objMiriam	你现在真的很蠢。
3900	objMiriam	反正也没人觉得你是英雄。
3902	objBard	那一点都没有让我感觉好点！
3903	objMiriam	我的意思是，那并不是你最棒的地方！
3904	objMiriam	你很棒是因为你总是快乐又爱唱歌。
3905	objMiriam	我真希望我也能那样。
3906	objMiriam	我脾气差又没用...
3907	objMiriam	你总是用你的快乐让一切变得更好。
3908	objBard	可我现在并不快乐。
3909	objBard	就算我们现在想学地球之歌...
3910	objBard	统领死了，我们也学不了了。
3911	objMiriam	其实不是。
3912	objMiriam	你能跟幽灵说话，对吧？
3913	objBard	啊？
3914	objMiriam	这里还有...什么东西...
3915	objEphias	噜噜噜噜！
3916	objEphias	欢迎来到我简陋的大篷车！||希望你想买点东西...
3917	objEphias	我有野外捡来的各种植物和虫子！
3918	objBard	哦！||我没钱...
3919	objEphias	||哦...|我也没有...
3920	objEphias	没人想和熊猫做生意||，噜噜噜...
3921	objBard	你真的是熊猫吗？
3922	objEphias	{shake}咻！！！{/shake}||是的！
3923	objEphias	我和我的大篷车走遍了世界各地！
3924	objEphias	可这里的人不相信会说话的红色熊猫...
3925	objEphias	他们说他们喜欢动物...||但他们不喜欢我...
3926	objBard	我觉得你挺可爱的！
3927	objEphias	噜噜噜！||谢谢你的好意！
3928	objEphias	实话说，|现在日子真不好过...
3929	objEphias	为了钱我不得不卖掉我的马...
3930	objEphias	但我现在又向往开辟新的道路了！|噜噜噜...
3931	objEphias	你试过荒野求生吗？
3932	objEphias	噜噜噜噜！||没什么比这更适合我了！
3933	objEphias	树木的气息...
3934	objEphias	和雨水打在我大篷车顶上的声音...
3935	objEphias	不过说实话，||我越来越喜欢人类的食物了...
3936	objEphias	我猜这是我开始需要钱的一部分原因，|咻...
3937	objEphias	穿越沙漠来到这里很难！
3938	objEphias	我浑身的毛皮都很热...
3939	objEphias	而且我差点就没饭吃了！||咻！
3940	objEphias	沙漠里没什么可搜刮的...
3941	objEphias	但我听说另一边有一座美丽的城市！
3942	objEphias	以我的冒险精神，|我根本无法拒绝！
3943	objEphias	...
3944	objEphias	但现在我被困在这里了...
3945	objEphias	这可不容易...
3946	objEphias	但无论如何，|我会始终保持微笑！
3947	objEphias	事情总会有转机的！|噜噜！
3948	objBard	嗨！||你那个黄色的蘑菇...
3949	objBard	我需要它来做药水！||可以给我吗？
3950	objEphias	噜噜噜...||我希望我能把它送给你...
3951	objEphias	但我缺钱！|很缺！
3952	objEphias	我不得不卖掉我的马，|而我现在被困在这个城市里...
3953	objBard	啊啊！|我知道了...
3954	objBard	噢！|我很抱歉...！
3955	objBard	但或许我可以做点什么事，||来交换它？
3956	objEphias	{size .7}{wiggle}噜噜噜噜噜...{/wiggle}
3957	objEphias	{size 1}{shake}咻！！！{/shake}
3958	objEphias	好吧，|我的生意一直很惨淡...
3959	objEphias	如果你能帮我{wiggle}宣传{/wiggle}的话...
3960	objEphias	比如...||在我的大篷车前表演？
3961	objBard	现|在|不|行...
3962	objBard	我|可|以！
3963	objEphias	你能为我的商店演奏音乐吗？
3964	objBard	现|在|不|行...
3965	objBard	我|可|以！
3966	objEphias	噜噜噜...|我明白了...
3967	objEphias	但除非你想办法帮帮我...||不然我得留着我的存货！
3968	objEphias	{shake}咻！！！{/shake}
3969	objEphias	你得给我的小店写一首主题曲...
3970	objEphias	我有一些成功秘诀！
3971	objEphias	我虽然是只熊猫，|但我非常了解人类！
3972	objEphias	他们喜欢规律！||还有重复！
3973	objEphias	无论你写的歌怎么样，|你都得一遍又一遍地唱。
3974	objEphias	{shake .3}不做任何变化！！！{/shake}
3975	objEphias	所以要让它有趣...|但不要太有趣！
3976	objEphias	{size .7}{wiggle}噜噜噜噜...{/wiggle}
3977	objEphias	{}它得比这...||比这更{wiggle}有趣{/wiggle}一点！
3978	objEphias	你能用更多音符再试一次吗？
3979	objBard	现|在|不|行...
3980	objBard	我|试|试！
3981	objEphias	咻！
3982	objEphias	这太复杂了，我记不住...
3983	objEphias	你能让它|不这么|有趣吗？
3984	objBard	现|在|不|行...
3985	objBard	我|试|试！
3986	objEphias	{wiggle}噜噜噜...{/wiggle}||给人类写歌真难呀！
3987	objEphias	但我喜欢这个点子！|我希望我们能做到！
3988	objEphias	{wiggle}噜，||噜...{/wiggle}||这是你想要的歌吗？
3989	objBard	我|再|试|一|次。
3990	objBard	是|的！
3991	objEphias	{shake .6}咻！！！{}|这太棒了！
3992	objEphias	现在，|我们只需要把它唱出来！
3993	objEphias	一遍又一遍地唱！
3994	objEphias	然后人类就会蜂拥而至！
3995	objEphias	嗯？
3996	objEphias	你没有唱...
3997	objEphias	出什么问题了吗，|噜噜？
3998	objEphias	你还想继续试吗？
3999	objBard	不...
4000	objBard	是|的！
4001	objEphias	当然！我们现在可以休息一下。
4002	objEphias	{shake .6}咻！{/shake}
4003	objEphias	就要这股精神！
4004	objEphias	跟我一起唱！
4005	objEphias	{shake .6}咻！{/shake}
4006	objEphias	看看来了这么多顾客！
4007	objEphias	全都多亏了你的歌声！
4008	objEphias	我当然愿意把这个给你！
4009	objBard	耶！
4010	objEphias	{wiggle}噜噜噜噜...{}
4011	objEphias	我现在要发财啦！
4012	objEphias	把我可爱的大篷车告诉所有你认识的人！
4013	objEphias	我有野外捡来的各种植物和虫子！
4014	objBard	你真的是一只熊猫吗？
4015	objEphias	{shake}咻！！！{/shake}||当然了！
4016	objEphias	我和我的大篷车走遍了世界各地！
4017	objEphias	可这里的人不相信会说话的红色熊猫...
4018	objEphias	他们说他们喜欢动物...||但他们不喜欢我...
4019	objBard	我觉得你挺可爱的！
4020	objEphias	噜噜噜！||谢谢你的好意！
4021	objEphias	你试过荒野求生吗？
4022	objEphias	噜噜噜！||没什么比这更适合我了！
4023	objEphias	树木的气息...
4024	objEphias	和雨水打在我大篷车顶上的声音...
4025	objEphias	不过说实话，||我越来越喜欢人类的食物了...
4026	objEphias	我猜这是我开始需要钱的一部分原因，|咻...
4027	objEphias	穿越沙漠来到这里非常艰难！
4028	objEphias	我浑身的毛皮都很热...
4029	objEphias	而且我差点就没饭吃了！||咻！
4030	objEphias	沙漠里没什么可搜刮的...
4031	objEphias	但我听说另一边有一座美丽的城市！
4032	objEphias	以我的冒险精神，|我根本无法拒绝！
4033	objEphias	这可不容易...
4034	objEphias	但无论如何，|我会始终保持微笑！
4035	objEphias	事情总会有转机的！|噜噜！
4036	objFallenstar	{background black}{rainbow}{wiggle}噢我的天哪...
4037	objFallenstar	你||{shake}太|||可爱啦！！！{/shake}
4038	objFallenstar	这里是地球，对吧？
4039	objBard	{}是的！
4040	objFallenstar	{background black}{rainbow}{wiggle}太好了
4041	objFallenstar	我带来了女神艾娅的信息
4042	objFallenstar	很久很久以前，|她的创世之歌让你们的宇宙诞生了
4043	objFallenstar	这算是||一个礼貌通知
4044	objFallenstar	很快，她又要唱起那首歌了
4045	objFallenstar	然后，||嗯
4046	objFallenstar	你们的宇宙会被一个新的宇宙取代
4047	objBard	{}等等，所以，
4048	objBard	世界要结束了？？
4049	objFallenstar	{background black}{rainbow}{wiggle}嗯嗯嗯嗯嗯...
